Conference,Year,Title,Predominant Continent
nsdi,2014,I Know What Your Packet Did Last Hop: Using Packet Histories to Troubleshoot Networks.,NA
nsdi,2014,Libra: Divide and Conquer to Verify Forwarding Tables in Huge Networks.,NA
nsdi,2014,Software Dataplane Verification.,EU
nsdi,2014,NetCheck: Network Diagnoses from Blackbox Traces.,NA
nsdi,2014,Exalt: Empowering Researchers to Evaluate Large-Scale Storage Systems.,NA
nsdi,2014,ipShield: A Framework For Enforcing Context-Aware Privacy.,NA
nsdi,2014,Building Web Applications on Top of Encrypted Data Using Mylar.,NA
nsdi,2014,PHY Covert Channels: Can you see the Idles?,NA
nsdi,2014,cTPM: A Cloud TPM for Cross-Device Trusted Applications.,NA
nsdi,2014,Network Virtualization in Multi-tenant Datacenters.,NA
nsdi,2014,Operational Experiences with Disk Imaging in a Multi-Tenant Datacenter.,NA
nsdi,2014,VPN Gate: A Volunteer-Organized Public VPN Relay System with Blocking Resistance for Bypassing Government Censorship Firewalls.,AS
nsdi,2014,Bolt: Data Management for Connected Homes.,NA
nsdi,2014,"Blizzard: Fast, Cloud-scale Block Storage for Cloud-oblivious Applications.",NA
nsdi,2014,Aggregation and Degradation in JetStream: Streaming Analytics in the Wide Area.,NA
nsdi,2014,GRASS: Trimming Stragglers in Approximation Analytics.,NA
nsdi,2014,Bringing Gesture Recognition to All Devices.,NA
nsdi,2014,3D Tracking via Body Radio Reflections.,NA
nsdi,2014,Epsilon: A Visible Light Based Positioning System.,AS
nsdi,2014,Enabling Bit-by-Bit Backscatter Communication in Severe Energy Harvesting Environments.,NA
nsdi,2014,Full Duplex MIMO Radios.,NA
nsdi,2014,Recursively Cautious Congestion Control.,NA
nsdi,2014,How Speedy is SPDY?,NA
nsdi,2014,FaRM: Fast Remote Memory.,NA
nsdi,2014,Easy Freshness with Pequod Cache Joins.,NA
nsdi,2014,MICA: A Holistic Approach to Fast In-Memory Key-Value Storage.,NA
nsdi,2014,NetVM: High Performance and Flexible Networking Using Virtualization on Commodity Platforms.,NA
nsdi,2014,ClickOS and the Art of Network Function Virtualization.,EU
nsdi,2014,SENIC: Scalable NIC for End-Host Rate Limiting.,NA
nsdi,2014,mTCP: a Highly Scalable User-level TCP Stack for Multicore Systems.,AS
nsdi,2014,Warranties for Faster Strong Consistency.,NA
nsdi,2014,Tierless Programming and Reasoning for Software-Defined Networks.,NA
nsdi,2014,Enforcing Network-Wide Policies in the Presence of Dynamic Middlebox Actions using FlowTags.,NA
nsdi,2015,Queues Don't Matter When You Can JUMP Them!,EU
nsdi,2015,Explicit Path Control in Commodity Data Centers: Design and Applications.,AS
nsdi,2015,Increasing Datacenter Network Utilisation with GRIN.,EU
nsdi,2015,Designing Distributed Systems Using Approximate Synchrony in Data Center Networks.,NA
nsdi,2015,Kinetic: Verifiable Dynamic Network Control.,NA
nsdi,2015,Enforcing Customizable Consistency Properties in Software-Defined Networks.,NA
nsdi,2015,CoVisor: A Compositional Hypervisor for Software-Defined Networks.,NA
nsdi,2015,Compiling Packet Programs to Reconfigurable Switches.,NA
nsdi,2015,The Design and Implementation of Open vSwitch.,NA
nsdi,2015,C3: Internet-Scale Control Plane for Video Quality Optimization.,NA
nsdi,2015,Attaining the Promise and Avoiding the Pitfalls of TCP in the Datacenter.,NA
nsdi,2015,Beyond Sensing: Multi-GHz Realtime Spectrum Analytics.,NA
nsdi,2015,Atomix: A Framework for Deploying Signal Processing Applications on Wireless Infrastructure.,NA
nsdi,2015,WiDeo: Fine-grained Device-free Motion Tracing using RF Backscatter.,NA
nsdi,2015,FlexRadio: Fully Flexible Radios and Networks.,NA
nsdi,2015,Towards Wifi Mobility without Fast Handover.,EU
nsdi,2015,Securing RFIDs by Randomizing the Modulation and Channel.,NA
nsdi,2015,Relative Localization of RFID Tags using Spatial-Temporal Phase Profiling.,AS
nsdi,2015,Ripple: Communicating through Physical Vibration.,NA
nsdi,2015,Multi-Person Localization via RF Body Reflections.,NA
nsdi,2015,Making Sense of Performance in Data Analytics Frameworks.,NA
nsdi,2015,CellIQ : Real-Time Cellular Network Analytics at Scale.,NA
nsdi,2015,Global Analytics in the Face of Bandwidth and Regulatory Constraints.,NA
nsdi,2015,Succinct: Enabling Queries on Compressed Data.,NA
nsdi,2015,Wormhole: Reliable Pub-Sub to Support Geo-replicated Internet Services.,NA
nsdi,2015,Flywheel: Google's Data Compression Proxy for the Mobile Web.,NA
nsdi,2015,FastRoute: A Scalable Load-Aware Anycast Routing Architecture for Modern CDNs.,NA
nsdi,2015,PCC: Re-architecting Congestion Control for Consistent High Performance.,NA
nsdi,2015,Raising the Bar for Using GPUs in Software Packet Processing.,NA
nsdi,2015,ModNet: A Modular Approach to Network Stack Extension.,NA
nsdi,2015,Klotski: Reprioritizing Web Content to Improve User Experience on Mobile Devices.,NA
nsdi,2015,Information-Agnostic Flow Scheduling for Commodity Data Centers.,AS
nsdi,2015,A General Approach to Network Configuration Analysis.,NA
nsdi,2015,Analyzing Protocol Implementations for Interoperability.,NA
nsdi,2015,Checking Beliefs in Dynamic Networks.,NA
nsdi,2015,C3: Cutting Tail Latency in Cloud Data Stores via Adaptive Replica Selection.,EU
nsdi,2015,CubicRing: Enabling One-Hop Failure Detection and Recovery for Distributed In-Memory Storage Systems.,AS
nsdi,2015,CosTLO: Cost-Effective Redundancy for Lower Latency Variance on Cloud Storage Services.,NA
nsdi,2015,Jitsu: Just-In-Time Summoning of Unikernels.,EU
nsdi,2015,Tardigrade: Leveraging Lightweight Virtual Machines to Easily and Efficiently Construct Fault-Tolerant Services.,NA
nsdi,2015,Retro: Targeted Resource Management in Multi-tenant Distributed Systems.,NA
nsdi,2015,Scalable Error Isolation for Distributed Systems.,EU
nsdi,2016,An Industrial-Scale Software Defined Internet Exchange Point.,NA
nsdi,2016,XFabric: A Reconfigurable In-Rack Network for Rack-Scale Computers.,NA
nsdi,2016,"Be Fast, Cheap and in Control with SwitchKV.",NA
nsdi,2016,Bitcoin-NG: A Scalable Blockchain Protocol.,NA
nsdi,2016,Exploring Cross-Application Cellular Traffic Optimization with Baidu TrafficGuard.,AS
nsdi,2016,Efficiently Delivering Online Services over Integrated Infrastructure.,NA
nsdi,2016,Scalable and Private Media Consumption with Popcorn.,NA
nsdi,2016,Speeding up Web Page Loads with Shandian.,NA
nsdi,2016,Polaris: Faster Page Loads Using Fine-grained Dependency Tracking.,NA
nsdi,2016,CFA: A Practical Prediction System for Video QoE Optimization.,NA
nsdi,2016,Passive Wi-Fi: Bringing Low Power to Wi-Fi Transmissions.,NA
nsdi,2016,Decimeter-Level Localization with a Single WiFi Access Point.,NA
nsdi,2016,A Scalable Multi-User Uplink for Wi-Fi.,NA
nsdi,2016,BeamSpy: Enabling Robust 60 GHz Links Under Blockage.,NA
nsdi,2016,Compiling Path Queries.,NA
nsdi,2016,Simplifying Software-Defined Network Optimization Using SOL.,NA
nsdi,2016,Paving the Way for NFV: Simplifying Middlebox Modifications Using StateAlyzr.,NA
nsdi,2016,Embark: Securely Outsourcing Middleboxes to the Cloud.,NA
nsdi,2016,BUZZ: Testing Context-Dependent Policies in Stateful Networks.,NA
nsdi,2016,Minimizing Faulty Executions of Distributed Systems.,NA
nsdi,2016,FlowRadar: A Better NetFlow for Data Centers.,NA
nsdi,2016,Sibyl: A Practical Internet Route Oracle.,NA
nsdi,2016,VAST: A Unified Platform for Interactive Network Forensics.,NA
nsdi,2016,Ernest: Efficient Performance Prediction for Large-Scale Advanced Analytics.,NA
nsdi,2016,Cliffhanger: Scaling Performance Cliffs in Web Memory Caches.,NA
nsdi,2016,"FairRide: Near-Optimal, Fair Cache Sharing.",NA
nsdi,2016,HUG: Multi-Resource Fairness for Correlated and Elastic Demands.,NA
nsdi,2016,Consensus in a Box: Inexpensive Coordination in Hardware.,EU
nsdi,2016,StreamScope: Continuous Reliable Distributed Processing of Big Data Streams.,NA
nsdi,2016,Social Hash: An Assignment Framework for Optimizing Distributed Systems Operations on Social Networks.,NA
nsdi,2016,BlowFish: Dynamic Storage-Performance Tradeoff in Data Stores.,NA
nsdi,2016,Universal Packet Scheduling.,NA
nsdi,2016,Maglev: A Fast and Reliable Software Network Load Balancer.,NA
nsdi,2016,Enabling ECN in Multi-Service Multi-Queue Data Centers.,AS
nsdi,2016,DFC: Accelerating String Pattern Matching for Network Applications.,AS
nsdi,2016,Diplomat: Using Delegations to Protect Community Repositories.,NA
nsdi,2016,AnonRep: Towards Tracking-Resistant Anonymous Reputation.,NA
nsdi,2016,Mind the Gap: Towards a Backpressure-Based Transport Protocol for the Tor Network.,EU
nsdi,2016,Sieve: Cryptographically Enforced Access Control for User Data in Untrusted Clouds.,NA
nsdi,2016,"Earp: Principled Storage, Sharing, and Protection for Mobile Apps.",NA
nsdi,2016,iCellular: Device-Customized Cellular Network Access on Commodity Smartphones.,NA
nsdi,2016,Diamond: Nesting the Data Center Network with Wireless Rings in 3D Space.,AS
nsdi,2016,Ripple II: Faster Communication through Physical Vibration.,NA
nsdi,2016,PhyCloak: Obfuscating Sensing from Communication Signals.,NA
nsdi,2017,"The Design, Implementation, and Deployment of a System to Transparently Compress Hundreds of Petabytes of Image Files for a File-Storage Service.",NA
nsdi,2017,Decibel: Isolation and Sharing in Disaggregated Rack-Scale Storage.,NA
nsdi,2017,vCorfu: A Cloud-Scale Object Store on a Shared Log.,NA
nsdi,2017,Curator: Self-Managing Storage for Enterprise Clusters.,NA
nsdi,2017,Evaluating the Power of Flexible Packet Processing for Network Resource Allocation.,NA
nsdi,2017,APUNet: Revitalizing GPU as Packet Processing Accelerator.,AS
nsdi,2017,Stateless Network Functions: Breaking the Tight Coupling of State and Processing.,NA
nsdi,2017,mOS: A Reusable Networking Stack for Flow Monitoring Middleboxes.,AS
nsdi,2017,One Key to Sign Them All Considered Vulnerable: Evaluation of DNSSEC in the Internet.,EU
nsdi,2017,Enhancing Security and Privacy of Tor's Ecosystem by Using Trusted Execution Environments.,AS
nsdi,2017,ViewMap: Sharing Private In-Vehicle Dashcam Videos.,AS
nsdi,2017,A System to Verify Network Behavior of Known Cryptographic Clients.,NA
nsdi,2017,FlexCore: Massively Parallel and Flexible Processing for Large MIMO Access Points.,EU
nsdi,2017,Facilitating Robust 60 GHz Network Deployment By Sensing Ambient Reflectors.,NA
nsdi,2017,Skip-Correlation for Multi-Power Wireless Carrier Sensing.,NA
nsdi,2017,FM Backscatter: Enabling Connected Cities and Smart Fabrics.,NA
nsdi,2017,"Prio: Private, Robust, and Scalable Computation of Aggregate Statistics.",NA
nsdi,2017,Opaque: An Oblivious and Encrypted Distributed Analytics Platform.,NA
nsdi,2017,Splinter: Practical Private Queries on Public Data.,NA
nsdi,2017,VFP: A Virtual Switch Platform for Host SDN in the Public Cloud.,NA
nsdi,2017,SCL: Simplifying Distributed SDN Control Planes.,NA
nsdi,2017,Robust Validation of Network Designs under Uncertain Demands and Failures.,NA
nsdi,2017,"Encoding, Fast and Slow: Low-Latency Video Processing Using Thousands of Tiny Threads.",NA
nsdi,2017,Live Video Analytics at Scale with Approximation and Delay-Tolerance.,NA
nsdi,2017,Pytheas: Enabling Data-Driven Quality of Experience Optimization Using Group-Based Exploration-Exploitation.,NA
nsdi,2017,Let It Flow: Resilient Asymmetric Load Balancing with Flowlet Switching.,NA
nsdi,2017,Flowtune: Flowlet Control for Datacenter Networks.,NA
nsdi,2017,Flexplane: An Experimentation Platform for Resource Management in Datacenters.,NA
nsdi,2017,I Can't Believe It's Not Causal! Scalable Causal Consistency with No Slowdown Cascades.,NA
nsdi,2017,CherryPick: Adaptively Unearthing the Best Cloud Configurations for Big Data Analytics.,NA
nsdi,2017,AdaptSize: Orchestrating the Hot Object Memory Cache in a Content Delivery Network.,NA
nsdi,2017,Bringing IoT to Sports Analytics.,NA
nsdi,2017,FarmBeats: An IoT Platform for Data-Driven Agriculture.,NA
nsdi,2017,Enabling High-Quality Untethered Virtual Reality.,NA
nsdi,2017,Improving User Perceived Page Load Times Using Gaze.,NA
nsdi,2017,RAIL: A Case for Redundant Arrays of Inexpensive Links in Data Center Networks.,NA
nsdi,2017,Enabling Wide-Spread Communications on Optical Fabric with MegaSwitch.,NA
nsdi,2017,Passive Realtime Datacenter Fault Detection and Localization.,NA
nsdi,2017,Clipper: A Low-Latency Online Prediction Serving System.,NA
nsdi,2017,Gaia: Geo-Distributed Machine Learning Approaching LAN Speeds.,NA
nsdi,2017,Efficient Memory Disaggregation with Infiniswap.,NA
nsdi,2017,Tux2: Distributed Graph Computation for Machine Learning.,NA
nsdi,2017,Correct by Construction Networks Using Stepwise Refinement.,NA
nsdi,2017,Verifying Reachability in Networks with Mutable Datapaths.,NA
nsdi,2017,Automated Bug Removal for Software-Defined Networks.,NA
nsdi,2017,Delta-net: Real-time Network Verification Using Atoms.,NA
nsdi,2018,Approximating Fair Queueing on Reconfigurable Switches.,NA
nsdi,2018,PASTE: A Network Programming Interface for Non-Volatile Main Memory.,EU
nsdi,2018,NetChain: Scale-Free Sub-RTT Coordination.,NA
nsdi,2018,Azure Accelerated Networking: SmartNICs in the Public Cloud.,NA
nsdi,2018,zkLedger: Privacy-Preserving Auditing for Distributed Ledgers.,NA
nsdi,2018,"Exploiting a Natural Network Effect for Scalable, Fine-grained Clock Synchronization.",NA
nsdi,2018,SnailTrail: Generalizing Critical Paths for Online Analysis of Distributed Dataflows.,EU
nsdi,2018,Balancing on the Edge: Transport Affinity without Network State.,NA
nsdi,2018,Stateless Datacenter Load-balancing with Beamer.,EU
nsdi,2018,Larry: Practical Network Reconfigurability in the Data Center.,NA
nsdi,2018,Semi-Oblivious Traffic Engineering: The Road Not Taken.,NA
nsdi,2018,Metron: NFV Service Chains at the True Speed of the Underlying Hardware.,EU
nsdi,2018,G-NET: Effective GPU Sharing in NFV Systems.,AS
nsdi,2018,SafeBricks: Shielding Network Functions in the Cloud.,NA
nsdi,2018,Vesper: Measuring Time-to-Interactivity for Web Pages.,NA
nsdi,2018,Towards Battery-Free HD Video Streaming.,NA
nsdi,2018,Prophecy: Accelerating Mobile Page Loads Using Final-state Write Logs.,NA
nsdi,2018,Salsify: Low-Latency Network Video through Tighter Integration between a Video Codec and a Transport Protocol.,NA
nsdi,2018,ResQ: Enabling SLOs in Network Function Virtualization.,NA
nsdi,2018,Elastic Scaling of Stateful Network Functions.,NA
nsdi,2018,Iron: Isolating Network-based CPU in Container Environments.,NA
nsdi,2018,Copa: Practical Delay-Based Congestion Control for the Internet.,
nsdi,2018,PCC Vivace: Online-Learning Congestion Control.,NA
nsdi,2018,Multi-Path Transport for RDMA in Datacenters.,NA
nsdi,2018,"Andromeda: Performance, Isolation, and Velocity at Scale in Cloud Network Virtualization.",NA
nsdi,2018,LHD: Improving Cache Hit Rate by Maximizing Hit Density.,NA
nsdi,2018,Performance Analysis of Cloud Applications.,NA
nsdi,2018,007: Democratically Finding the Cause of Packet Drops.,NA
nsdi,2018,Efficient and Correct Test Scheduling for Ensembles of Network Policies.,NA
nsdi,2018,Distributed Network Monitoring and Debugging with SwitchPointer.,EU
nsdi,2018,Stroboscope: Declarative Network Monitoring on a Budget.,EU
nsdi,2018,"PLOVER: Fast, Multi-core Scalable Virtual Machine Fault-tolerance.",AS
nsdi,2018,Odin: Microsoft's Scalable Fault-Tolerant CDN Measurement System.,NA
nsdi,2018,Deepview: Virtual Disk Failure Diagnosis and Pattern Detection for Azure.,NA
nsdi,2018,LiveTag: Sensing Human-Object Interaction through Passive Chipless WiFi Tags.,NA
nsdi,2018,Inaudible Voice Commands: The Long-Range Attack and Defense.,NA
nsdi,2018,PowerMan: An Out-of-Band Management Network for Datacenters Using Power Line Communication.,AS
nsdi,2018,NetComplete: Practical Network-Wide Configuration Synthesis with Autocompletion.,EU
nsdi,2018,Automatically Correcting Networks with NEAt.,NA
nsdi,2018,Net2Text: Query-Guided Summarization of Network Forwarding Behaviors.,EU
nsdi,2019,Datacenter RPCs can be General and Fast.,NA
nsdi,2019,Eiffel: Efficient and Flexible Software Packet Scheduling.,NA
nsdi,2019,Loom: Flexible and Efficient NIC Packet Scheduling.,NA
nsdi,2019,Exploiting Commutativity For Practical Fast Replication.,NA
nsdi,2019,Flashield: a Hybrid Key-value Cache that Controls Flash Write Amplification.,NA
nsdi,2019,Size-aware Sharding For Improving Tail Latencies in In-memory Key-value Stores.,EU
nsdi,2019,Monoxide: Scale out Blockchains with Asynchronous Consensus Zones.,AS
nsdi,2019,FreeFlow: Software-based Virtual RDMA Networking for Containerized Clouds.,NA
nsdi,2019,Direct Universal Access: Making Data Center Resources Available to FPGA.,NA
